filter_scaling,depth,batchsize,fold,highest_val_acc,lowest_val_loss,threshold_max,mAP_max,threshold_max_augmentation,mAP_max_augmentation
48.0,5.0,64.0,1.0,0.9730421447753906,0.07745496034622193,0.5714285714285714,0.7659999999999999,0.4897959183673469,0.7752500000000001
48.0,5.0,64.0,2.0,0.9728153991699219,0.07561356484889985,0.7142857142857142,0.7496250000000001,0.5306122448979591,0.7632499999999999
48.0,5.0,64.0,3.0,0.97164306640625,0.07902703940868377,0.5918367346938775,0.750625,0.5714285714285714,0.75425
48.0,5.0,64.0,4.0,0.9742053985595703,0.08056804180145263,0.5918367346938775,0.7358750000000001,0.673469387755102,0.75725
