filter_scaling,depth,batchsize,fold,bn_momentum,final_epoch,random_seed,highest_val_acc,lowest_val_loss,threshold_max,mAP_max,threshold_max_augmentation,mAP_max_augmentation
48.0,5.0,64.0,1.0,0.6,36.0,4094707205.0,0.9777704936986105,0.06580807400776366,0.6122448979591836,0.7732647814910028,0.5510204081632653,0.7870179948586119
48.0,5.0,64.0,2.0,0.6,33.0,941474825.0,0.9752228643103553,0.0667622960854925,0.7346938775510203,0.7624678663239075,0.6938775510204082,0.7784061696658098
48.0,5.0,64.0,3.0,0.6,35.0,2205254965.0,0.9754256610698749,0.06861770052491546,0.6326530612244897,0.7439588688946015,0.6122448979591836,0.7557840616966581
48.0,5.0,64.0,4.0,0.6,37.0,3284034075.0,0.9772906067438788,0.0671058431229432,0.5510204081632653,0.7677377892030848,0.5510204081632653,0.7759640102827764
